pair,field_early_candidate,field_late_candidate,bootstrap_id,delta_late_minus_early,H_midpoint,P_midpoint,V_midpoint,Je_midpoint,Jw_midpoint,H_onset,H_finish,H_duration,five_field_midpoint_range,tail_type,tail_interpretation
H-P,H,P,786,-9.0,51.0,42.0,43.0,46.0,42.0,42.0,54.0,13.0,9.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,787,-10.0,50.0,40.0,44.0,46.0,43.0,38.0,53.0,16.0,10.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,796,-2.0,46.0,44.0,43.0,48.0,48.0,41.0,51.0,11.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,799,-10.0,50.0,40.0,45.0,44.0,49.0,39.0,53.0,15.0,10.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,803,0.0,42.0,42.0,44.0,50.0,43.0,38.0,53.0,16.0,8.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,804,-9.0,50.0,41.0,43.0,44.0,42.0,38.0,53.0,16.0,9.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,812,-5.0,50.0,45.0,47.0,51.0,41.0,37.0,52.0,16.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over P."
H-P,H,P,813,0.0,41.0,41.0,44.0,49.0,44.0,37.0,53.0,17.0,8.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,819,-7.0,50.0,43.0,43.0,45.0,43.0,37.0,52.0,16.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,823,0.0,42.0,42.0,42.0,47.0,42.0,38.0,52.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,830,-11.0,52.0,41.0,45.0,46.0,40.0,42.0,54.0,13.0,12.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,837,-9.0,51.0,42.0,45.0,47.0,45.0,37.0,54.0,18.0,9.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,846,-1.0,43.0,42.0,44.0,46.0,49.0,38.0,52.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,871,-2.0,46.0,44.0,45.0,46.0,46.0,38.0,51.0,14.0,2.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,873,-5.0,50.0,45.0,45.0,47.0,44.0,39.0,53.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,883,0.0,41.0,41.0,44.0,46.0,49.0,38.0,50.0,13.0,8.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,904,-4.0,45.0,41.0,42.0,48.0,49.0,40.0,52.0,13.0,8.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,921,-7.0,49.0,42.0,42.0,45.0,43.0,40.0,52.0,13.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,922,-10.0,52.0,42.0,43.0,44.0,43.0,38.0,55.0,18.0,10.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,924,-7.0,50.0,43.0,45.0,47.0,42.0,37.0,53.0,17.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over P."
H-P,H,P,925,-10.0,51.0,41.0,43.0,47.0,48.0,37.0,54.0,18.0,10.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,937,-7.0,49.0,42.0,47.0,45.0,45.0,45.0,52.0,8.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,944,-5.0,48.0,43.0,41.0,46.0,43.0,42.0,53.0,12.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,954,-11.0,52.0,41.0,44.0,45.0,41.0,38.0,55.0,18.0,11.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,955,0.0,41.0,41.0,43.0,47.0,45.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,959,-6.0,50.0,44.0,43.0,47.0,45.0,39.0,53.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,968,-7.0,48.0,41.0,41.0,48.0,43.0,40.0,53.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,972,-5.0,50.0,45.0,47.0,47.0,44.0,40.0,52.0,13.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,982,0.0,42.0,42.0,44.0,47.0,47.0,37.0,52.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,984,-8.0,49.0,41.0,44.0,46.0,44.0,38.0,52.0,15.0,8.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,987,-12.0,52.0,40.0,44.0,44.0,40.0,36.0,54.0,19.0,12.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-P,H,P,991,-7.0,51.0,44.0,44.0,46.0,45.0,37.0,54.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-P,H,P,996,-9.0,50.0,41.0,44.0,44.0,41.0,39.0,52.0,14.0,9.0,mixed_tail,Both H late-side and P early-side effects occur in this tail sample.
H-V,H,V,13,-8.0,52.0,41.0,44.0,45.0,48.0,37.0,54.0,18.0,11.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,30,-5.0,50.0,42.0,45.0,45.0,46.0,38.0,53.0,16.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,35,-2.0,49.0,44.0,47.0,45.0,50.0,39.0,52.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,36,-6.0,51.0,42.0,45.0,49.0,42.0,49.0,54.0,6.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,44,-6.0,50.0,41.0,44.0,51.0,43.0,38.0,52.0,15.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,59,-6.0,52.0,40.0,46.0,45.0,42.0,50.0,54.0,5.0,12.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,62,-2.0,46.0,40.0,44.0,46.0,42.0,39.0,51.0,13.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,72,-8.0,51.0,42.0,43.0,46.0,43.0,38.0,54.0,17.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,98,-9.0,52.0,41.0,43.0,42.0,43.0,42.0,54.0,13.0,11.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,101,-9.0,51.0,41.0,42.0,46.0,42.0,38.0,53.0,16.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,109,-5.0,51.0,40.0,46.0,47.0,40.0,37.0,54.0,18.0,11.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,122,-9.0,51.0,42.0,42.0,46.0,40.0,38.0,54.0,17.0,11.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,131,-4.0,46.0,41.0,42.0,49.0,43.0,41.0,51.0,11.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,156,-3.0,48.0,42.0,45.0,47.0,42.0,37.0,51.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,158,-8.0,50.0,41.0,42.0,43.0,41.0,43.0,53.0,11.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,171,-8.0,50.0,40.0,42.0,46.0,42.0,39.0,54.0,16.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,188,-2.0,44.0,43.0,42.0,50.0,46.0,40.0,51.0,12.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,190,-6.0,50.0,44.0,44.0,45.0,44.0,38.0,53.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,191,-8.0,53.0,40.0,45.0,46.0,41.0,39.0,55.0,17.0,13.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,197,-1.0,45.0,43.0,44.0,44.0,46.0,37.0,52.0,16.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,204,-8.0,50.0,41.0,42.0,47.0,43.0,42.0,54.0,13.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,206,-6.0,50.0,42.0,44.0,46.0,43.0,42.0,52.0,11.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,208,-4.0,44.0,42.0,40.0,47.0,47.0,42.0,47.0,6.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,212,-6.0,50.0,40.0,44.0,46.0,45.0,38.0,54.0,17.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,215,-4.0,49.0,42.0,45.0,49.0,48.0,43.0,52.0,10.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,219,-10.0,52.0,40.0,42.0,45.0,43.0,39.0,54.0,16.0,12.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,220,-3.0,45.0,40.0,42.0,44.0,44.0,39.0,53.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,224,-8.0,50.0,43.0,42.0,46.0,46.0,38.0,53.0,16.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,226,-4.0,49.0,45.0,45.0,46.0,48.0,39.0,52.0,14.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,235,-10.0,51.0,41.0,41.0,48.0,41.0,39.0,54.0,16.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,241,-6.0,50.0,42.0,44.0,44.0,45.0,37.0,53.0,17.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,249,-9.0,52.0,41.0,43.0,46.0,42.0,39.0,54.0,16.0,11.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,250,0.0,42.0,41.0,42.0,48.0,43.0,39.0,53.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,254,-8.0,51.0,44.0,43.0,43.0,42.0,38.0,54.0,17.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,266,-9.0,51.0,41.0,42.0,46.0,42.0,38.0,54.0,17.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,273,-6.0,51.0,41.0,45.0,46.0,43.0,37.0,54.0,18.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,281,-2.0,44.0,41.0,42.0,44.0,45.0,38.0,51.0,14.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,288,-5.0,49.0,44.0,44.0,46.0,46.0,41.0,53.0,13.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,296,-7.0,51.0,45.0,44.0,43.0,45.0,38.0,53.0,16.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,298,-9.0,52.0,42.0,43.0,46.0,43.0,36.0,55.0,20.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,299,-2.0,43.0,42.0,41.0,50.0,48.0,40.0,52.0,13.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,313,-5.0,52.0,42.0,47.0,44.0,43.0,39.0,54.0,16.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,315,0.0,43.0,41.0,43.0,47.0,40.0,38.0,54.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,321,-8.0,49.0,41.0,41.0,46.0,43.0,44.0,51.0,8.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,329,-3.0,50.0,44.0,47.0,46.0,45.0,38.0,53.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,332,-1.0,45.0,40.0,44.0,46.0,48.0,38.0,51.0,14.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,339,-5.0,48.0,41.0,43.0,47.0,48.0,38.0,51.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,344,-7.0,50.0,41.0,43.0,47.0,46.0,39.0,53.0,15.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,345,-5.0,49.0,41.0,44.0,46.0,49.0,37.0,51.0,15.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,346,-2.0,46.0,45.0,44.0,47.0,46.0,40.0,51.0,12.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,353,-7.0,50.0,41.0,43.0,45.0,42.0,37.0,53.0,17.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,359,-3.0,50.0,45.0,47.0,49.0,42.0,37.0,53.0,17.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,367,-5.0,50.0,40.0,45.0,50.0,43.0,38.0,53.0,16.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,371,-3.0,43.0,41.0,40.0,48.0,40.0,40.0,53.0,14.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,373,-2.0,44.0,43.0,42.0,45.0,45.0,41.0,50.0,10.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,379,-8.0,51.0,42.0,43.0,45.0,46.0,40.0,54.0,15.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,381,-8.0,50.0,41.0,42.0,48.0,44.0,41.0,53.0,13.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,382,0.0,43.0,42.0,43.0,45.0,45.0,38.0,51.0,14.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,383,-6.0,50.0,42.0,44.0,45.0,42.0,37.0,52.0,16.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,386,-1.0,49.0,44.0,48.0,45.0,44.0,37.0,52.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,388,-5.0,50.0,44.0,45.0,46.0,46.0,40.0,53.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,392,-7.0,51.0,42.0,44.0,45.0,48.0,37.0,52.0,16.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,401,-9.0,51.0,41.0,42.0,46.0,41.0,39.0,54.0,16.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,406,-8.0,49.0,41.0,41.0,46.0,41.0,42.0,53.0,12.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,425,-6.0,52.0,44.0,46.0,44.0,44.0,38.0,54.0,17.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,432,-1.0,47.0,45.0,46.0,45.0,48.0,39.0,51.0,13.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,448,-11.0,51.0,41.0,40.0,45.0,42.0,38.0,54.0,17.0,11.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,466,-5.0,50.0,41.0,45.0,42.0,41.0,42.0,54.0,13.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,469,-2.0,46.0,41.0,44.0,45.0,43.0,38.0,51.0,14.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,475,-7.0,50.0,43.0,43.0,44.0,41.0,36.0,53.0,18.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,482,-10.0,51.0,41.0,41.0,50.0,42.0,39.0,54.0,16.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,485,-7.0,49.0,40.0,42.0,48.0,43.0,38.0,53.0,16.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,505,-1.0,44.0,41.0,43.0,46.0,41.0,39.0,53.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,510,-6.0,50.0,41.0,44.0,46.0,39.0,37.0,53.0,17.0,11.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,518,-9.0,50.0,41.0,41.0,49.0,42.0,39.0,53.0,15.0,9.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,520,-7.0,51.0,41.0,44.0,44.0,44.0,37.0,54.0,18.0,10.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,538,-4.0,48.0,41.0,44.0,46.0,40.0,38.0,52.0,15.0,8.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,550,-6.0,51.0,42.0,45.0,46.0,44.0,37.0,54.0,18.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,561,-9.0,51.0,40.0,42.0,44.0,48.0,38.0,53.0,16.0,11.0,mixed_tail,Both H late-side and V early-side effects occur in this tail sample.
H-V,H,V,564,-6.0,51.0,45.0,45.0,44.0,44.0,38.0,54.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,565,-2.0,43.0,41.0,41.0,44.0,42.0,38.0,54.0,17.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,573,-2.0,49.0,46.0,47.0,43.0,40.0,37.0,52.0,16.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
H-V,H,V,578,-2.0,47.0,44.0,45.0,47.0,42.0,42.0,52.0,11.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-V,H,V,588,-6.0,51.0,41.0,45.0,46.0,43.0,40.0,54.0,15.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over V."
